,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address
67,2101774,"August 27, 2021",West Virginia,Huntington,300  Oney Ave,2,2,"300  Oney Ave, Huntington West Virginia"
68,2101199,"August 27, 2021",California,Los Angeles,8400  Fountain Ave,0,4,"8400  Fountain Ave, Los Angeles California"
69,2100578,"August 26, 2021",Minnesota,Minneapolis,3006 Lyndale Ave,0,7,"3006 Lyndale Ave, Minneapolis Minnesota"
70,2098246,"August 23, 2021",Illinois,Chicago,W Wilson Ave and N Sheridan Rd,0,4,"W Wilson Ave and N Sheridan Rd, Chicago Illinois"
71,2097075,"August 22, 2021",Illinois,Chicago,3400  W Lake St,1,4,"3400  W Lake St, Chicago Illinois"
72,2098321,"August 22, 2021",Oregon,Portland,322 NW Everett St,0,5,"322 NW Everett St, Portland Oregon"
73,2097481,"August 22, 2021",Illinois,Carbondale,501 W Cherry St,1,3,"501 W Cherry St, Carbondale Illinois"
74,2097494,"August 22, 2021",Colorado,Denver,19th St and Blake St,1,5,"19th St and Blake St, Denver Colorado"
75,2097271,"August 22, 2021",Michigan,Grand Rapids,1500  Linden Ave SE,1,3,"1500  Linden Ave SE, Grand Rapids Michigan"
76,2096687,"August 21, 2021",Illinois,Chicago,3500  W Walnut St,0,4,"3500  W Walnut St, Chicago Illinois"
77,2097063,"August 21, 2021",Illinois,Chicago,1600  E 87th Pl,1,5,"1600  E 87th Pl, Chicago Illinois"
78,2095800,"August 20, 2021",Michigan,Flint,2905 Saginaw St,1,3,"2905 Saginaw St, Flint Michigan"
79,2095116,"August 19, 2021",Illinois,Chicago,300  E 47th St,0,4,"300  E 47th St, Chicago Illinois"
80,2095087,"August 19, 2021",Pennsylvania,Philadelphia,5100  Germantown Ave,1,4,"5100  Germantown Ave, Philadelphia Pennsylvania"
81,2095394,"August 19, 2021",Maryland,Edgewood,1700  Crimson Tree Way,1,3,"1700  Crimson Tree Way, Edgewood Maryland"
82,2094421,"August 18, 2021",Maryland,Germantown,19575 Scenery Dr,1,3,"19575 Scenery Dr, Germantown Maryland"
83,2094071,"August 18, 2021",Ohio,Youngstown,619 Samuel Ave,2,4,"619 Samuel Ave, Youngstown Ohio"
84,2094035,"August 18, 2021",California,Los Angeles,W Jefferson Blvd and Culver Blvd,0,4,"W Jefferson Blvd and Culver Blvd, Los Angeles California"
85,2094457,"August 18, 2021",North Carolina,Durham,Ridgeway Ave and Wabash St,1,3,"Ridgeway Ave and Wabash St, Durham North Carolina"
86,2093581,"August 17, 2021",New York,Brooklyn,422 Mother Gaston Blvd,0,5,"422 Mother Gaston Blvd, Brooklyn New York"
87,2092469,"August 16, 2021",New York,Brooklyn,927 DeKalb Ave,0,8,"927 DeKalb Ave, Brooklyn New York"
88,2092227,"August 16, 2021",Michigan,Detroit,4421 Central Ave,1,3,"4421 Central Ave, Detroit Michigan"
89,2091597,"August 15, 2021",Texas,San Antonio,1621 S New Braunfels Ave,3,2,"1621 S New Braunfels Ave, San Antonio Texas"
90,2091489,"August 15, 2021",Illinois,Chicago,1300  E 75th St,0,4,"1300  E 75th St, Chicago Illinois"
91,2091531,"August 14, 2021",Indiana,Indianapolis,Wheeler St and E 28th St,1,3,"Wheeler St and E 28th St, Indianapolis Indiana"
92,2090949,"August 14, 2021",New York,Brooklyn,Lexington Ave and Marcy Ave,0,4,"Lexington Ave and Marcy Ave, Brooklyn New York"
93,2090971,"August 14, 2021",Ohio,Akron,271 Maiden Ln,0,5,"271 Maiden Ln, Akron Ohio"
94,2090777,"August 14, 2021",Indiana,Indianapolis,Lafayette Rd and W 38th St,1,4,"Lafayette Rd and W 38th St, Indianapolis Indiana"
95,2090924,"August 14, 2021",New Jersey,Trenton,875 New Willow St,0,4,"875 New Willow St, Trenton New Jersey"
96,2092110,"August 14, 2021",Texas,Wichita Falls,2406 Sheppard Access Rd,0,4,"2406 Sheppard Access Rd, Wichita Falls Texas"
97,2089972,"August 13, 2021",Nevada,Las Vegas,3100  E Sunset Rd,1,6,"3100  E Sunset Rd, Las Vegas Nevada"
98,2088659,"August 11, 2021",Pennsylvania,Philadelphia,5500 Rising Sun Ave,1,4,"5500 Rising Sun Ave, Philadelphia Pennsylvania"
99,2087433,"August 10, 2021",Oregon,Portland,NE Milton St,2,4,"NE Milton St, Portland Oregon"
100,2089557,"August 10, 2021",Mississippi,Clarksdale,,2,2,
101,2086236,"August 9, 2021",Michigan,Flint,3201 Hammerberg Rd,2,4,"3201 Hammerberg Rd, Flint Michigan"
102,2086148,"August 9, 2021",Massachusetts,Boston,27 Irma St,1,5,"27 Irma St, Boston Massachusetts"
103,2085396,"August 8, 2021",New York,Brooklyn,101 Wortman Ave,3,2,"101 Wortman Ave, Brooklyn New York"
104,2085401,"August 8, 2021",Illinois,Chicago,8300  S Halsted St,1,4,"8300  S Halsted St, Chicago Illinois"
105,2085489,"August 8, 2021",Texas,Houston,2504 FM 1960 Rd E,1,5,"2504 FM 1960 Rd E, Houston Texas"
106,2085438,"August 8, 2021",District of Columbia,Washington,3600  New York Ave NE,0,4,"3600  New York Ave NE, Washington District of Columbia"
107,2085388,"August 8, 2021",Illinois,Chicago,1800  W 87th St,1,6,"1800  W 87th St, Chicago Illinois"
108,2085542,"August 8, 2021",Louisiana,New Orleans,700  Bourbon St,0,5,"700  Bourbon St, New Orleans Louisiana"
109,2085256,"August 7, 2021",Alabama,Montgomery,200  John Morris Ave,0,4,"200  John Morris Ave, Montgomery Alabama"
110,2085071,"August 7, 2021",Illinois,Chicago,211 S Maplewood Ave,0,4,"211 S Maplewood Ave, Chicago Illinois"
111,2084884,"August 7, 2021",Virginia,Norfolk,700  Granby St,0,4,"700  Granby St, Norfolk Virginia"
112,2084889,"August 6, 2021",Tennessee,Nashville,1000  43rd Ave North,0,4,"1000  43rd Ave North, Nashville Tennessee"
113,2082957,"August 4, 2021",Pennsylvania,Philadelphia,3653 Germantown Ave,0,4,"3653 Germantown Ave, Philadelphia Pennsylvania"
114,2081884,"August 3, 2021",Illinois,Urbana,1204 W Church St,1,3,"1204 W Church St, Urbana Illinois"
115,2081131,"August 2, 2021",South Carolina,Greenwood,101 Heddy Rd,3,1,"101 Heddy Rd, Greenwood South Carolina"
116,2080733,"August 2, 2021",South Carolina,Columbia,6908 Two Notch Rd,0,9,"6908 Two Notch Rd, Columbia South Carolina"
117,2079920,"August 1, 2021",Louisiana,New Orleans,1600  Iberville St,1,3,"1600  Iberville St, New Orleans Louisiana"
118,2080390,"August 1, 2021",Texas,Nacogdoches,1400  Dolph St,1,3,"1400  Dolph St, Nacogdoches Texas"
119,2080536,"August 1, 2021",Rhode Island,Providence,77 Reservoir Ave,0,5,"77 Reservoir Ave, Providence Rhode Island"
120,2079913,"August 1, 2021",Louisiana,New Orleans,Bourbon St and Orleans Ave,0,5,"Bourbon St and Orleans Ave, New Orleans Louisiana"
121,2079044,"July 31, 2021",Ohio,Columbus,1662 W Mound St,1,5,"1662 W Mound St, Columbus Ohio"
122,2078897,"July 31, 2021",Illinois,Chicago,1600  E Hayes Dr,1,3,"1600  E Hayes Dr, Chicago Illinois"
123,2079271,"July 31, 2021",Indiana,Indianapolis,1134 W 30th St,0,5,"1134 W 30th St, Indianapolis Indiana"
124,2080006,"July 31, 2021",Michigan,Saginaw,2700  Lynnwood Ave,2,2,"2700  Lynnwood Ave, Saginaw Michigan"
125,2079516,"July 31, 2021",New York,Corona (Queens),97-07 37th Ave,0,10,"97-07 37th Ave, Corona (Queens) New York"
126,2081480,"July 31, 2021",Ohio,Cleveland,3100  W 25th St,0,5,"3100  W 25th St, Cleveland Ohio"
127,2079533,"July 31, 2021",Kentucky,Lexington,414 East 5th St,0,5,"414 East 5th St, Lexington Kentucky"
128,2078540,"July 29, 2021",Iowa,Davenport,Pacific St and West Locust St,0,4,"Pacific St and West Locust St, Davenport Iowa"
129,2077587,"July 29, 2021",Pennsylvania,Pittsburgh,239 Gilkeson Rd,3,2,"239 Gilkeson Rd, Pittsburgh Pennsylvania"
130,2077018,"July 28, 2021",District of Columbia,Washington,3400  22nd St SE,0,4,"3400  22nd St SE, Washington District of Columbia"
131,2077549,"July 28, 2021",Alabama,Montgomery,1800  Rosa Parks Ave,1,3,"1800  Rosa Parks Ave, Montgomery Alabama"
132,2076889,"July 28, 2021",South Carolina,Charleston,Hanover St and Johnson St,1,4,"Hanover St and Johnson St, Charleston South Carolina"
133,2074353,"July 25, 2021",Michigan,Detroit,16342 W McNichols Rd,0,6,"16342 W McNichols Rd, Detroit Michigan"
134,2074406,"July 25, 2021",California,Wasco,1718 1st St,5,1,"1718 1st St, Wasco California"
135,2073472,"July 25, 2021",Illinois,Chicago,4800  W Race Ave,0,5,"4800  W Race Ave, Chicago Illinois"
136,2073597,"July 25, 2021",Washington,Seattle,100  Occidental Ave S,2,3,"100  Occidental Ave S, Seattle Washington"
137,2072782,"July 24, 2021",Ohio,Columbus,N High St and E 4th Ave,0,4,"N High St and E 4th Ave, Columbus Ohio"
138,2072962,"July 24, 2021",Texas,Amarillo,1306 NE 3rd Ave,0,6,"1306 NE 3rd Ave, Amarillo Texas"
139,2072761,"July 24, 2021",Georgia,Macon,Cherry St and Martin Luther King Jr Blvd,2,3,"Cherry St and Martin Luther King Jr Blvd, Macon Georgia"
140,2072342,"July 23, 2021",South Carolina,Spartanburg,151 Palisade St,2,2,"151 Palisade St, Spartanburg South Carolina"
141,2071982,"July 23, 2021",South Carolina,Darlington,505 Oleander Dr,0,4,"505 Oleander Dr, Darlington South Carolina"
142,2072896,"July 23, 2021",California,San Rafael,842 4th St,2,4,"842 4th St, San Rafael California"
143,2071343,"July 22, 2021",Texas,Houston,9717 N Houston Rosslyn Rd,1,5,"9717 N Houston Rosslyn Rd, Houston Texas"
144,2070329,"July 21, 2021",Illinois,Chicago,1400  S Ridgeway Ave,0,5,"1400  S Ridgeway Ave, Chicago Illinois"
145,2070310,"July 21, 2021",Illinois,Chicago,3300  W Douglas Blvd,2,3,"3300  W Douglas Blvd, Chicago Illinois"
146,2069490,"July 21, 2021",Maryland,Hyattsville (Adelphi),1836 Metzerott Rd,1,4,"1836 Metzerott Rd, Hyattsville (Adelphi) Maryland"
147,2070645,"July 21, 2021",Illinois,Chicago,1647 N La Salle Dr,0,8,"1647 N La Salle Dr, Chicago Illinois"
148,2068568,"July 20, 2021",Texas,Jacksonville,16241 TX-110,4,0,"16241 TX-110, Jacksonville Texas"
149,2067728,"July 19, 2021",New Jersey,Perth Amboy,417 Fayette St,0,6,"417 Fayette St, Perth Amboy New Jersey"
150,2068061,"July 19, 2021",Illinois,Chicago,3308 W Flournoy St,0,4,"3308 W Flournoy St, Chicago Illinois"
151,2066335,"July 18, 2021",Ohio,Toledo,5205 Telegraph Rd,1,3,"5205 Telegraph Rd, Toledo Ohio"
152,2067135,"July 18, 2021",Florida,Gainesville,1634 NE 8th Ave,1,4,"1634 NE 8th Ave, Gainesville Florida"
153,2066680,"July 18, 2021",North Carolina,Burlington,421 N Church St,0,4,"421 N Church St, Burlington North Carolina"
154,2066905,"July 18, 2021",Arizona,Tucson,1575 E 36th St,4,3,"1575 E 36th St, Tucson Arizona"
155,2067290,"July 18, 2021",Texas,Houston,3421 Antoine Dr,3,2,"3421 Antoine Dr, Houston Texas"
156,2066812,"July 18, 2021",California,Walnut Creek,SOS Dr and San Luis Rd,1,3,"SOS Dr and San Luis Rd, Walnut Creek California"
157,2065252,"July 17, 2021",Oregon,Portland,300  SW 3rd Ave,1,6,"300  SW 3rd Ave, Portland Oregon"
158,2066189,"July 17, 2021",Illinois,Chicago,5006 W Ohio St,0,6,"5006 W Ohio St, Chicago Illinois"
159,2065634,"July 16, 2021",California,Sacramento,L St and Front St,2,4,"L St and Front St, Sacramento California"
160,2064260,"July 16, 2021",New Hampshire,Manchester,I 293 and Brown Ave,0,4,"I 293 and Brown Ave, Manchester New Hampshire"
161,2066249,"July 16, 2021",South Carolina,Greenville,840 Mauldin Rd,1,3,"840 Mauldin Rd, Greenville South Carolina"
162,2064992,"July 16, 2021",District of Columbia,Washington,2900  MLK Ave SE,1,5,"2900  MLK Ave SE, Washington District of Columbia"
163,2065118,"July 16, 2021",Illinois,Chicago,647 N Lockwood Ave,1,4,"647 N Lockwood Ave, Chicago Illinois"
164,2065009,"July 16, 2021",Pennsylvania,Philadelphia,2700  Ruby Terr,1,4,"2700  Ruby Terr, Philadelphia Pennsylvania"
165,2063495,"July 15, 2021",Texas,Levelland,1105 10th St,1,5,"1105 10th St, Levelland Texas"
166,2065533,"July 15, 2021",Massachusetts,Boston,265 Centre St,0,4,"265 Centre St, Boston Massachusetts"
167,2063897,"July 15, 2021",Missouri,Lake Ozark,1312 Bagnell Dam Blvd,1,4,"1312 Bagnell Dam Blvd, Lake Ozark Missouri"
168,2062097,"July 14, 2021",Illinois,Chicago,4600  W Monroe St,0,5,"4600  W Monroe St, Chicago Illinois"
169,2062359,"July 14, 2021",Illinois,Chicago,1533 W 79th St,0,5,"1533 W 79th St, Chicago Illinois"
170,2063394,"July 14, 2021",Delaware,Claymont,50  Balfour Ave,2,2,"50  Balfour Ave, Claymont Delaware"
171,2060865,"July 13, 2021",Indiana,Indianapolis,4200  Arborcrest Dr,0,4,"4200  Arborcrest Dr, Indianapolis Indiana"
172,2060949,"July 13, 2021",Michigan,Detroit,9855 Chalmers St,1,6,"9855 Chalmers St, Detroit Michigan"
173,2060293,"July 12, 2021",New Jersey,Iselin,515 US-1,0,4,"515 US-1, Iselin New Jersey"
174,2060706,"July 12, 2021",Pennsylvania,Beaver Falls,900 9th St,2,3,"900 9th St, Beaver Falls Pennsylvania"
175,2060605,"July 12, 2021",New York,Corona (Queens),180th St and 145th Dr,0,4,"180th St and 145th Dr, Corona (Queens) New York"
176,2059440,"July 11, 2021",Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5,"1300 Joe Battle Blvd, El Paso (Socorro) Texas"
177,2059404,"July 10, 2021",Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6,"W Butler St and N 9th St, Philadelphia Pennsylvania"
178,2058950,"July 10, 2021",Massachusetts,Boston,34 Cameron St,0,4,"34 Cameron St, Boston Massachusetts"
179,2058837,"July 10, 2021",Ohio,Springfield,405 S Burnett Rd,1,3,"405 S Burnett Rd, Springfield Ohio"
180,2058421,"July 9, 2021",California,Los Angeles,7114 W Manchester Ave,0,4,"7114 W Manchester Ave, Los Angeles California"
181,2057427,"July 8, 2021",Connecticut,Hartford,Nelson St and Garden St,0,4,"Nelson St and Garden St, Hartford Connecticut"
182,2053262,"July 5, 2021",Ohio,Toledo,Lawrence Ave and Wall St,1,11,"Lawrence Ave and Wall St, Toledo Ohio"
183,2053500,"July 5, 2021",California,Santa Rosa,1500  Beachwood Dr,1,3,"1500  Beachwood Dr, Santa Rosa California"
184,2055252,"July 5, 2021",New York,Buffalo,50  Donovan Dr,1,3,"50  Donovan Dr, Buffalo New York"
185,2053048,"July 5, 2021",Illinois,Chicago,6108 S Wabash Ave,2,4,"6108 S Wabash Ave, Chicago Illinois"
186,2052524,"July 4, 2021",California,Thermal,Jackson St and Airport Blvd,0,4,"Jackson St and Airport Blvd, Thermal California"
187,2054233,"July 4, 2021",Ohio,Cleveland,Kinsman Rd and E 139th St,0,4,"Kinsman Rd and E 139th St, Cleveland Ohio"
188,2054132,"July 4, 2021",Illinois,Peoria,600  Haungs Ave,1,3,"600  Haungs Ave, Peoria Illinois"
189,2053508,"July 4, 2021",Nevada,North Las Vegas,1200  W Helen Ave,2,7,"1200  W Helen Ave, North Las Vegas Nevada"
190,2052342,"July 4, 2021",Nebraska,Omaha,2311 N 24th St,1,4,"2311 N 24th St, Omaha Nebraska"
191,2052689,"July 4, 2021",Illinois,Danville,12 S College St,0,4,"12 S College St, Danville Illinois"
192,2053346,"July 4, 2021",Texas,Dallas,8200  Towns St,3,3,"8200  Towns St, Dallas Texas"
193,2053786,"July 4, 2021",Missouri,Kansas City,E 43rd St and Indiana Ave,0,4,"E 43rd St and Indiana Ave, Kansas City Missouri"
194,2053365,"July 4, 2021",Texas,Dallas,3700 Dixon Ave,0,5,"3700 Dixon Ave, Dallas Texas"
195,2052353,"July 4, 2021",Texas,Fort Worth,3400  Horne St,0,8,"3400  Horne St, Fort Worth Texas"
196,2053563,"July 4, 2021",Illinois,Rantoul,400  S Maplewood Dr,0,5,"400  S Maplewood Dr, Rantoul Illinois"
197,2052058,"July 3, 2021",North Carolina,Chadbourn,Broadway Rd,3,1,"Broadway Rd, Chadbourn North Carolina"
198,2051763,"July 3, 2021",Pennsylvania,Lancaster,50  W Orange St,0,4,"50  W Orange St, Lancaster Pennsylvania"
199,2052471,"July 3, 2021",Georgia,Swainsboro,229 S Main St,1,3,"229 S Main St, Swainsboro Georgia"
200,2052346,"July 3, 2021",Illinois,Chicago,1000  W 89th St,0,4,"1000  W 89th St, Chicago Illinois"
201,2050836,"July 2, 2021",Virginia,Norfolk,923 Madison Ave,0,4,"923 Madison Ave, Norfolk Virginia"
202,2051190,"July 2, 2021",Pennsylvania,Philadelphia,7700  Ogontz Ave,1,4,"7700  Ogontz Ave, Philadelphia Pennsylvania"
203,2050972,"July 2, 2021",Illinois,Champaign,704 N Hickory St,1,4,"704 N Hickory St, Champaign Illinois"
204,2050593,"July 1, 2021",Illinois,Chicago,6500  S Halsted St,0,7,"6500  S Halsted St, Chicago Illinois"
205,2050151,"July 1, 2021",South Carolina,Spartanburg,225 Amelia St,2,4,"225 Amelia St, Spartanburg South Carolina"
206,2050353,"July 1, 2021",Virginia,Chesapeake,1200  Seaboard Ave,2,2,"1200  Seaboard Ave, Chesapeake Virginia"
207,2049419,"June 30, 2021",Illinois,Chicago,2200  S Millard Ave,0,4,"2200  S Millard Ave, Chicago Illinois"
208,2049907,"June 30, 2021",Louisiana,Marrero,6500  Lapalco Blvd,0,4,"6500  Lapalco Blvd, Marrero Louisiana"
209,2050167,"June 30, 2021",Delaware,Dover,100  S New St,1,3,"100  S New St, Dover Delaware"
210,2049845,"June 30, 2021",Texas,Houston,12101 Fondren Rd,3,1,"12101 Fondren Rd, Houston Texas"
211,2046714,"June 27, 2021",Illinois,Chicago,2000  E 71st St,1,5,"2000  E 71st St, Chicago Illinois"
212,2046574,"June 27, 2021",Illinois,Saint Charles,2051 Lincoln Hwy,1,3,"2051 Lincoln Hwy, Saint Charles Illinois"
213,2046897,"June 27, 2021",Illinois,Chicago,6300  South Artesian Ave,1,10,"6300  South Artesian Ave, Chicago Illinois"
214,2047170,"June 27, 2021",Tennessee,Memphis,2500  Dunn Ave,3,1,"2500  Dunn Ave, Memphis Tennessee"
215,2047726,"June 27, 2021",North Carolina,Greensboro,801 Province Spring Cir,0,4,"801 Province Spring Cir, Greensboro North Carolina"
216,2046781,"June 26, 2021",Texas,Houston,4902 Laura Koppe Rd,1,3,"4902 Laura Koppe Rd, Houston Texas"
217,2045579,"June 26, 2021",Illinois,Chicago,6100  N McCormick Blvd,1,3,"6100  N McCormick Blvd, Chicago Illinois"
218,2047787,"June 26, 2021",Alabama,Fort Deposit,Forest Dr,1,3,"Forest Dr, Fort Deposit Alabama"
219,2045043,"June 25, 2021",Ohio,Columbus,I-670 and Neil Ave,0,4,"I-670 and Neil Ave, Columbus Ohio"
220,2045564,"June 25, 2021",Illinois,Chicago,7000  S Indiana Ave,0,4,"7000  S Indiana Ave, Chicago Illinois"
221,2044701,"June 25, 2021",New York,Bronx,Zerega Ave and Watson Ave,0,5,"Zerega Ave and Watson Ave, Bronx New York"
222,2044733,"June 24, 2021",Florida,Gainesville,4701 NW 6th St,1,4,"4701 NW 6th St, Gainesville Florida"
223,2043834,"June 23, 2021",Alabama,Montgomery,100  Rotary St,2,2,"100  Rotary St, Montgomery Alabama"
224,2043465,"June 23, 2021",New York,Buffalo,114 Hickory St,0,4,"114 Hickory St, Buffalo New York"
225,2043898,"June 23, 2021",Illinois,Chicago,4900  W Hubbard St,0,4,"4900  W Hubbard St, Chicago Illinois"
226,2043715,"June 23, 2021",Illinois,Chicago,7000  S Vincennes Ave,0,4,"7000  S Vincennes Ave, Chicago Illinois"
227,2041726,"June 21, 2021",Missouri,Saint Louis,4002 Sullivan Ave,3,4,"4002 Sullivan Ave, Saint Louis Missouri"
228,2041555,"June 21, 2021",District of Columbia,Washington,300  50th St NE,0,4,"300  50th St NE, Washington District of Columbia"
229,2040643,"June 20, 2021",Virginia,Richmond,200  Crane St,1,3,"200  Crane St, Richmond Virginia"
230,2041297,"June 20, 2021",California,Richmond,2108 Dunn Ave,3,5,"2108 Dunn Ave, Richmond California"
231,2040265,"June 20, 2021",Colorado,Aurora,12455 E Mississippi Ave,1,4,"12455 E Mississippi Ave, Aurora Colorado"
232,2041363,"June 20, 2021",Florida,Wildwood,9605 Co Rd 235,1,10,"9605 Co Rd 235, Wildwood Florida"
233,2040374,"June 20, 2021",Texas,Dallas,4619 E. R L Thornton Freeway,0,8,"4619 E. R L Thornton Freeway, Dallas Texas"
234,2040243,"June 20, 2021",Indiana,Granger,7321 Heritage Square Dr,1,4,"7321 Heritage Square Dr, Granger Indiana"
235,2040991,"June 20, 2021",New Jersey,Atlantic City,1700  Atlantic Ave,1,3,"1700  Atlantic Ave, Atlantic City New Jersey"
236,2040732,"June 20, 2021",Ohio,Cincinnati,3000  Borden St,1,3,"3000  Borden St, Cincinnati Ohio"
237,2039457,"June 19, 2021",Alaska,Anchorage,East 3rd Ave and Gambell St,1,4,"East 3rd Ave and Gambell St, Anchorage Alaska"
238,2039346,"June 19, 2021",Louisiana,Baton Rouge,7132 Florida Blvd,2,4,"7132 Florida Blvd, Baton Rouge Louisiana"
239,2040013,"June 19, 2021",New Jersey,Newark,525 Elizabeth Ave,0,4,"525 Elizabeth Ave, Newark New Jersey"
240,2039964,"June 19, 2021",California,Oakland,2200  Lakeshore Ave,1,7,"2200  Lakeshore Ave, Oakland California"
241,2039441,"June 18, 2021",Minnesota,Minneapolis,400  14th Ave SE,0,5,"400  14th Ave SE, Minneapolis Minnesota"
242,2037813,"June 17, 2021",Virginia,Petersburg,Virginia Ave and Melville St,0,4,"Virginia Ave and Melville St, Petersburg Virginia"
243,2037887,"June 17, 2021",North Carolina,Durham,1600  Holloway St,2,2,"1600  Holloway St, Durham North Carolina"
244,2038622,"June 17, 2021",Ohio,Cincinnati,3056 Mathers St,1,3,"3056 Mathers St, Cincinnati Ohio"
245,2038152,"June 17, 2021",New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4,"Rosa Parks Blvd and Hamilton Ave, Paterson New Jersey"
246,2036635,"June 16, 2021",Maryland,Baltimore,2100  West Lexington St,1,5,"2100  West Lexington St, Baltimore Maryland"
247,2036121,"June 15, 2021",Illinois,Chicago,3800  W Monroe,0,5,"3800  W Monroe, Chicago Illinois"
248,2035313,"June 15, 2021",Alabama,Albertville,956 Industrial Blvd,3,2,"956 Industrial Blvd, Albertville Alabama"
249,2035452,"June 15, 2021",Illinois,Chicago,6221 S Morgan St,5,3,"6221 S Morgan St, Chicago Illinois"
250,2035733,"June 14, 2021",Georgia,Columbus,3400 8th Ave,2,2,"3400 8th Ave, Columbus Georgia"
251,2034470,"June 14, 2021",Florida,Boynton Beach,I-95,1,3,"I-95, Boynton Beach Florida"
252,2034408,"June 14, 2021",Michigan,Lansing,300  N Cedar St,2,2,"300  N Cedar St, Lansing Michigan"
253,2033905,"June 13, 2021",Ohio,West Salem,9161 Rainbow Hwy,1,6,"9161 Rainbow Hwy, West Salem Ohio"
254,2033605,"June 13, 2021",Kentucky,Louisville,5200  Robinwood Rd,1,3,"5200  Robinwood Rd, Louisville Kentucky"
255,2033123,"June 12, 2021",Ohio,Cincinnati,McHenry Ave and Cavanaugh Ave,0,5,"McHenry Ave and Cavanaugh Ave, Cincinnati Ohio"
256,2032220,"June 12, 2021",Texas,Austin,400  E 6th St,1,14,"400  E 6th St, Austin Texas"
257,2032203,"June 12, 2021",Illinois,Chicago,7500  S Prairie Ave,1,9,"7500  S Prairie Ave, Chicago Illinois"
258,2032486,"June 12, 2021",Ohio,Cleveland,8805 Buckeye Rd,3,4,"8805 Buckeye Rd, Cleveland Ohio"
259,2031801,"June 11, 2021",Washington,Seattle (White Center),9808 16th Ave SW,2,2,"9808 16th Ave SW, Seattle (White Center) Washington"
260,2031976,"June 11, 2021",Georgia,Savannah,200  Avery St,2,6,"200  Avery St, Savannah Georgia"
261,2032580,"June 11, 2021",North Carolina,Winston Salem (Winston-salem),844 E. Devonshire St,1,3,"844 E. Devonshire St, Winston Salem (Winston-salem) North Carolina"
262,2032282,"June 11, 2021",Texas,Dallas,378 N Jim Miller Rd,0,5,"378 N Jim Miller Rd, Dallas Texas"
263,2030720,"June 10, 2021",Michigan,Detroit,1600 block Calvert Ave,1,3,"1600 block Calvert Ave, Detroit Michigan"
264,2030639,"June 10, 2021",New York,Yonkers,150 Elm St,0,4,"150 Elm St, Yonkers New York"
265,2029078,"June 8, 2021",Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3,"Clarksville Pike and Buena Vista Pike, Nashville Tennessee"
266,2028745,"June 8, 2021",Tennessee,Memphis,2246 Eldridge Ave,1,4,"2246 Eldridge Ave, Memphis Tennessee"
267,2028928,"June 8, 2021",Texas,Houston,4115 Washington Ave,0,5,"4115 Washington Ave, Houston Texas"
268,2027736,"June 7, 2021",Ohio,Cleveland,4100  E 81st St,0,6,"4100  E 81st St, Cleveland Ohio"
269,2027046,"June 7, 2021",Florida,Homestead,12550 SW 282nd St,3,3,"12550 SW 282nd St, Homestead Florida"
270,2026713,"June 6, 2021",Utah,Salt Lake City,1359 N General Dr,1,4,"1359 N General Dr, Salt Lake City Utah"
271,2026802,"June 6, 2021",Missouri,Saint Louis,100 N 7th St,0,4,"100 N 7th St, Saint Louis Missouri"
272,2026651,"June 6, 2021",North Carolina,Snow Hill,50  Katie Ct,0,4,"50  Katie Ct, Snow Hill North Carolina"
273,2027725,"June 6, 2021",Ohio,Cleveland,3700  Woodbridge Ave,0,8,"3700  Woodbridge Ave, Cleveland Ohio"
274,2026123,"June 6, 2021",Florida,Miami (Kendall),10549 SW 109th Ct,3,6,"10549 SW 109th Ct, Miami (Kendall) Florida"
275,2027375,"June 6, 2021",California,Oakland,5100  Ygnacio Ave,0,5,"5100  Ygnacio Ave, Oakland California"
276,2026112,"June 6, 2021",Illinois,Chicago,8900  S Cottage Grove Ave,0,8,"8900  S Cottage Grove Ave, Chicago Illinois"
277,2026257,"June 5, 2021",Louisiana,New Orleans,10150 I-10 Service Rd,0,9,"10150 I-10 Service Rd, New Orleans Louisiana"
278,2025260,"June 5, 2021",Indiana,Indianapolis,7500 N Shadeland Ave,2,2,"7500 N Shadeland Ave, Indianapolis Indiana"
279,2025891,"June 4, 2021",Michigan,Muskegon,1675 E. Sherman Blvd,1,3,"1675 E. Sherman Blvd, Muskegon Michigan"
280,2022821,"June 2, 2021",Ohio,Toledo,1830 W Bancroft St,0,4,"1830 W Bancroft St, Toledo Ohio"
281,2025254,"June 2, 2021",Arkansas,Magnolia,Calhoun Rd,0,4,"Calhoun Rd, Magnolia Arkansas"
282,2022391,"June 2, 2021",Ohio,Springfield,1935 S Yellow Springs St,0,6,"1935 S Yellow Springs St, Springfield Ohio"
283,2021130,"May 31, 2021",New York,Brooklyn,Knickerbocker Ave,0,4,"Knickerbocker Ave, Brooklyn New York"
284,2021398,"May 31, 2021",Missouri,Saint Louis,8800  N Broadway,0,4,"8800  N Broadway, Saint Louis Missouri"
285,2022129,"May 31, 2021",Ohio,Cleveland (Garfield Heights),13000  Alvin Ave,1,5,"13000  Alvin Ave, Cleveland (Garfield Heights) Ohio"
286,2019751,"May 30, 2021",Alabama,Aliceville,7th Street NE,1,4,"7th Street NE, Aliceville Alabama"
