Incident ID,State,City Or County,Address,# Killed,# Injured,Date,Year,Latitude,Longitude
2027725,Ohio,Cleveland,3700 block of Woodbridge Ave,0,8,June 6, 2021,35.159519,-84.87661
1963556,Ohio,Cleveland,5100 Pearl Rd,0,7,March 28, 2021,35.159519,-84.87661
2115522,Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,September 13, 2021,43.038902,-87.906471
2103311,Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4,August 29, 2021,43.038902,-87.906471
1998602,Wisconsin,Milwaukee,900 block of S 10th St,0,4,May 8, 2021,43.038902,-87.906471
1970937,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3,April 7, 2021,43.038902,-87.906471
2115947,Minnesota,Saint Paul,7th St W and N Walnut St,4,0,September 12, 2021,44.953705,-93.089958
1992570,Minnesota,Saint Paul,843 Selby Ave,0,4,May 2, 2021,44.953705,-93.089958
2114626,Texas,Temple,900 block of S 24th St,0,4,September 12, 2021,31.105862,-97.353287
2114481,Michigan,Detroit,2700 block of Halleck St,2,4,September 12, 2021,42.331429,-83.045753
2092227,Michigan,Detroit,4421 Central Ave,1,3,August 16, 2021,42.331429,-83.045753
2074353,Michigan,Detroit,16342 W McNichols Rd,0,6,July 25, 2021,42.331429,-83.045753
2060949,Michigan,Detroit,9855 Chalmers St,1,6,July 13, 2021,42.331429,-83.045753
2030720,Michigan,Detroit,1600 block Calvert Ave,1,3,June 10, 2021,42.331429,-83.045753
1998537,Michigan,Detroit,15700 block of Plymouth Rd,0,4,May 8, 2021,42.331429,-83.045753
1981521,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,April 18, 2021,42.331429,-83.045753
1979684,Michigan,Detroit,Conant St and Minnesota St,0,4,April 16, 2021,42.331429,-83.045753
1970245,Michigan,Detroit,6100 block of Lodewyck St,1,3,April 6, 2021,42.331429,-83.045753
1959549,Michigan,Detroit,13300 block of Davidson St,1,3,March 22, 2021,42.331429,-83.045753
2114510,Alabama,Dothan,2000 Reeves St,0,5,September 11, 2021,31.223812,-85.393356
2113769,New Jersey,Paterson,E 18th St and Fulton Pl,0,4,September 11, 2021,40.914745,-74.162827
2038152,New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4,June 17, 2021,40.914745,-74.162827
2013059,New Jersey,Paterson,Hillman St and E Main St,0,5,May 23, 2021,40.914745,-74.162827
1999434,New Jersey,Paterson,22nd Ave and E 30th St,0,5,May 6, 2021,40.914745,-74.162827
2112450,Florida,Orlando,5526 S Orange Blossom Trl,0,4,September 10, 2021,28.538336,-81.379234
1951681,Florida,Orlando,200 block of Ring Rd,1,3,March 13, 2021,28.538336,-81.379234
2112252,Alabama,Montgomery,1800 block of Cotton Court,1,3,September 9, 2021,32.361668,-86.279167
2085256,Alabama,Montgomery,200 block of John Morris Ave,0,4,August 7, 2021,32.361668,-86.279167
2077549,Alabama,Montgomery,1800 block of Rosa Parks Ave,1,3,July 28, 2021,32.361668,-86.279167
2043834,Alabama,Montgomery,100 block of Rotary St,2,2,June 23, 2021,32.361668,-86.279167
2001362,Alabama,Montgomery,3804 S Court St,0,7,May 10, 2021,32.361668,-86.279167
1982020,Alabama,Montgomery,2300 block of Day St,1,4,April 18, 2021,32.361668,-86.279167
2110346,Delaware,Wilmington,A St and New Castle Ave,0,4,September 7, 2021,39.739071,-75.539787
2012345,Delaware,Wilmington,800 block of N Pine St,0,4,May 22, 2021,39.739071,-75.539787
1992127,Delaware,Wilmington,800 block of N Pine St,0,4,May 1, 2021,39.739071,-75.539787
1967914,North Carolina,Wilmington,718 Kidder St,3,4,April 3, 2021,39.739071,-75.539787
2110077,Kansas,Wichita,351 N Mosley St,1,5,September 7, 2021,37.697948,-97.314835
1974943,Kansas,Wichita,200 block of N Battin St,1,3,April 11, 2021,37.697948,-97.314835
2109075,Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5,September 6, 2021,33.753746,-84.38633
2005776,Georgia,Atlanta,630 Travis St NW,0,4,May 16, 2021,33.753746,-84.38633
1990821,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5,April 29, 2021,33.753746,-84.38633
1982260,Georgia,Atlanta,1191 Oakland Ln SW,0,5,April 19, 2021,33.753746,-84.38633
1926701,Georgia,Atlanta,62 Harwell Rd NW,0,4,February 10, 2021,33.753746,-84.38633
